City,Cuisine Style,count
Budapest,Ethiopian,1
Budapest,European,570
Budapest,European,52
Budapest,Fast Food,56
Budapest,Fast Food,25
Budapest,French,7
Budapest,French,2
Budapest,Fusion,24
Budapest,Fusion,7
Budapest,Gastropub,15
Budapest,Gastropub,7
Budapest,Georgian,1
Budapest,German,3
Budapest,German,1
Budapest,Gluten Free Options,14
Budapest,Gluten Free Options,271
Budapest,Greek,14
Budapest,Greek,3
Budapest,Grill,27
Budapest,Grill,13
Budapest,Halal,5
Budapest,Halal,6
Budapest,Healthy,41
Budapest,Healthy,5
Budapest,Hungarian,449
Budapest,Hungarian,465
Budapest,Indian,2
Budapest,International,182
Budapest,International,25
Budapest,Irish,2
Budapest,Israeli,17
Budapest,Israeli,3
Budapest,Italian,23
Budapest,Italian,9
Budapest,Jamaican,1
