City,Cuisine Style,count
Zurich,Pub,36
Zurich,Pub,33
Zurich,Scandinavian,1
Zurich,Seafood,17
Zurich,Seafood,3
Zurich,Singaporean,1
Zurich,Soups,17
Zurich,Soups,13
Zurich,South American,7
Zurich,South American,6
Zurich,Southwestern,3
Zurich,Spanish,20
Zurich,Spanish,4
Zurich,Sri Lankan,3
Zurich,Sri Lankan,3
Zurich,Steakhouse,7
Zurich,Street Food,5
Zurich,Sushi,38
Zurich,Sushi,4
Zurich,Swiss,95
Zurich,Swiss,6
Zurich,Thai,41
Zurich,Thai,17
Zurich,Tibetan,3
Zurich,Tunisian,1
Zurich,Turkish,10
Zurich,Turkish,6
Zurich,Vegan Options,79
Zurich,Vegan Options,84
Zurich,Vegetarian Friendly,219
Zurich,Vegetarian Friendly,372
Zurich,Vietnamese,16
Zurich,Vietnamese,5
Zurich,Wine Bar,17
Zurich,Wine Bar,9
