City,Cuisine Style,count
Athens,Bar,3
Athens,Barbecue,37
Athens,Barbecue,6
Athens,Brew Pub,6
Athens,British,5
Athens,British,1
Athens,Cafe,57
Athens,Cafe,7
Athens,Caribbean,1
Athens,Central American,6
Athens,Central American,2
Athens,Central European,5
Athens,Central European,3
Athens,Chinese,2
Athens,Colombian,1
Athens,Contemporary,15
Athens,Contemporary,3
Athens,Czech,2
Athens,Czech,1
Athens,Delicatessen,9
Athens,Delicatessen,1
Athens,Diner,14
Athens,Diner,12
Athens,Eastern European,4
Athens,Eastern European,2
Athens,Egyptian,1
Athens,Ethiopian,2
Athens,European,133
Athens,European,30
Athens,Fast Food,36
Athens,Fast Food,11
Athens,French,2
Athens,French,4
Athens,Fusion,3
Athens,Fusion,2
