City,Cuisine Style,count
Stockholm,Scandinavian,227
Stockholm,Scandinavian,58
Stockholm,Seafood,19
Stockholm,Seafood,2
Stockholm,Soups,12
Stockholm,Soups,2
Stockholm,South American,4
Stockholm,South American,10
Stockholm,Southwestern,1
Stockholm,Spanish,29
Stockholm,Spanish,10
Stockholm,Steakhouse,10
Stockholm,Steakhouse,4
Stockholm,Street Food,2
Stockholm,Street Food,3
Stockholm,Sushi,66
Stockholm,Sushi,32
Stockholm,Swedish,274
Stockholm,Swedish,139
Stockholm,Taiwanese,1
Stockholm,Thai,26
Stockholm,Thai,17
Stockholm,Turkish,11
Stockholm,Turkish,4
Stockholm,Ukrainian,1
Stockholm,Vegan Options,113
Stockholm,Vegan Options,131
Stockholm,Vegetarian Friendly,333
Stockholm,Vegetarian Friendly,272
Stockholm,Vietnamese,12
Stockholm,Vietnamese,1
Stockholm,Wine Bar,11
Stockholm,Wine Bar,6
Vienna,African,3
Vienna,American,49
