City,Cuisine Style,count
Geneva,Fast Food,5
Geneva,French,220
Geneva,French,52
Geneva,Fusion,1
Geneva,Gastropub,1
Geneva,Halal,1
Geneva,Healthy,1
Geneva,Healthy,3
Geneva,Indian,23
Geneva,International,8
Geneva,International,15
Geneva,Irish,1
Geneva,Italian,168
Geneva,Italian,33
Geneva,Japanese,42
Geneva,Japanese,3
Geneva,Korean,1
Geneva,Latin,5
Geneva,Lebanese,26
Geneva,Mediterranean,18
Geneva,Mediterranean,6
Geneva,Mexican,7
Geneva,Mexican,3
Geneva,Middle Eastern,4
Geneva,Middle Eastern,3
Geneva,Moroccan,7
Geneva,Pakistani,1
Geneva,Peruvian,8
Geneva,Pizza,10
Geneva,Pizza,8
Geneva,Pub,3
Geneva,Seafood,4
Geneva,Seafood,4
Geneva,Soups,3
Geneva,Soups,1
