City,Cuisine Style,count
Amsterdam,Cuban,1
Amsterdam,Danish,1
Amsterdam,Delicatessen,16
Amsterdam,Delicatessen,12
Amsterdam,Diner,12
Amsterdam,Diner,18
Amsterdam,Dutch,246
Amsterdam,Dutch,26
Amsterdam,Eastern European,2
Amsterdam,Ecuadorean,1
Amsterdam,Egyptian,2
Amsterdam,Egyptian,2
Amsterdam,Ethiopian,10
Amsterdam,Ethiopian,3
Amsterdam,European,964
Amsterdam,European,284
Amsterdam,Fast Food,60
Amsterdam,Fast Food,26
Amsterdam,French,55
Amsterdam,French,5
Amsterdam,Fusion,36
Amsterdam,Fusion,10
Amsterdam,Gastropub,13
Amsterdam,Gastropub,7
Amsterdam,German,5
Amsterdam,Gluten Free Options,40
Amsterdam,Gluten Free Options,457
Amsterdam,Greek,14
Amsterdam,Greek,7
Amsterdam,Grill,55
Amsterdam,Grill,20
Amsterdam,Halal,18
Amsterdam,Halal,33
Amsterdam,Hawaiian,2
Amsterdam,Hawaiian,1
