City,Cuisine Style,count
Rome,Tunisian,1
Rome,Tunisian,1
Rome,Turkish,8
Rome,Turkish,1
Rome,Vegan Options,557
Rome,Vegan Options,573
Rome,Vegetarian Friendly,1334
Rome,Vegetarian Friendly,1101
Rome,Vietnamese,5
Rome,Vietnamese,1
Rome,Wine Bar,113
Rome,Wine Bar,71
Stockholm,African,5
Stockholm,African,1
Stockholm,American,71
Stockholm,American,12
Stockholm,Argentinean,2
Stockholm,Asian,53
Stockholm,Asian,14
Stockholm,Austrian,1
Stockholm,Bangladeshi,1
Stockholm,Bar,116
Stockholm,Barbecue,14
Stockholm,Barbecue,3
Stockholm,Belgian,1
Stockholm,Brazilian,1
Stockholm,Brew Pub,1
Stockholm,British,1
Stockholm,British,1
Stockholm,Cafe,43
Stockholm,Cafe,37
Stockholm,Cajun & Creole,1
Stockholm,Caribbean,3
Stockholm,Chinese,49
Stockholm,Chinese,18
