City,Cuisine Style,count
Barcelona,Malaysian,1
Barcelona,Mediterranean,985
Barcelona,Mediterranean,215
Barcelona,Mexican,10
Barcelona,Mexican,1
Barcelona,Middle Eastern,58
Barcelona,Middle Eastern,12
Barcelona,Minority Chinese,2
Barcelona,Minority Chinese,2
Barcelona,Mongolian,1
Barcelona,Moroccan,7
Barcelona,Nepali,4
Barcelona,Nepali,3
Barcelona,Pakistani,12
Barcelona,Pakistani,2
Barcelona,Persian,2
Barcelona,Peruvian,13
Barcelona,Peruvian,1
Barcelona,Pizza,211
Barcelona,Pizza,54
Barcelona,Polish,1
Barcelona,Portuguese,4
Barcelona,Portuguese,3
Barcelona,Pub,122
Barcelona,Pub,132
Barcelona,Romanian,1
Barcelona,Romanian,2
Barcelona,Russian,2
Barcelona,Russian,1
Barcelona,Scandinavian,1
Barcelona,Scottish,1
Barcelona,Seafood,38
Barcelona,Seafood,15
Barcelona,Singaporean,3
Barcelona,Soups,41
