City,Cuisine Style,count
Luxembourg,Fusion,1
Luxembourg,Gastropub,3
Luxembourg,Gastropub,4
Luxembourg,German,1
Luxembourg,Gluten Free Options,2
Luxembourg,Gluten Free Options,58
Luxembourg,Greek,5
Luxembourg,Grill,3
Luxembourg,Grill,2
Luxembourg,Halal,1
Luxembourg,Healthy,3
Luxembourg,Healthy,2
Luxembourg,International,14
Luxembourg,International,8
Luxembourg,Italian,4
Luxembourg,Italian,1
Luxembourg,Japanese,4
Luxembourg,Japanese,2
Luxembourg,Korean,2
Luxembourg,Korean,1
Luxembourg,Latin,8
Luxembourg,Mediterranean,65
Luxembourg,Mediterranean,12
Luxembourg,Mexican,2
Luxembourg,Middle Eastern,5
Luxembourg,Nepali,8
Luxembourg,Nepali,1
Luxembourg,Persian,1
Luxembourg,Persian,2
Luxembourg,Pizza,34
Luxembourg,Pizza,11
Luxembourg,Portuguese,3
Luxembourg,Portuguese,13
Luxembourg,Pub,27
Luxembourg,Pub,10
