City,Cuisine Style,count
Lisbon,Spanish,6
Lisbon,Spanish,10
Lisbon,Steakhouse,36
Lisbon,Steakhouse,1
Lisbon,Street Food,2
Lisbon,Street Food,2
Lisbon,Sushi,5
Lisbon,Sushi,14
Lisbon,Swiss,1
Lisbon,Tibetan,1
Lisbon,Turkish,1
Lisbon,Turkish,1
Lisbon,Vegetarian Friendly,6
Lisbon,Vegetarian Friendly,15
Lisbon,Venezuelan,1
Lisbon,Wine Bar,3
Lisbon,Wine Bar,3
Lisbon,African,8
Lisbon,African,3
Lisbon,Albanian,1
Lisbon,American,7
Lisbon,American,2
Lisbon,Arabic,2
Lisbon,Arabic,3
Lisbon,Argentinean,7
Lisbon,Asian,92
Lisbon,Asian,34
Lisbon,Austrian,1
Lisbon,Austrian,1
Lisbon,Bangladeshi,1
Lisbon,Bangladeshi,2
Lisbon,Bar,57
Lisbon,Bar,2
Lisbon,Barbecue,33
Lisbon,Barbecue,8
