City,Cuisine Style,count
Berlin,Israeli,18
Berlin,Israeli,2
Berlin,Italian,30
Berlin,Italian,8
Berlin,Jamaican,3
Berlin,Japanese,21
Berlin,Japanese,5
Berlin,Korean,27
Berlin,Korean,17
Berlin,Kosher,3
Berlin,Kosher,6
Berlin,Latin,26
Berlin,Latin,1
Berlin,Latvian,1
Berlin,Lebanese,3
Berlin,Lebanese,3
Berlin,Malaysian,1
Berlin,Mediterranean,424
Berlin,Mediterranean,105
Berlin,Mexican,9
Berlin,Mexican,2
Berlin,Middle Eastern,117
Berlin,Middle Eastern,21
Berlin,Mongolian,1
Berlin,Mongolian,2
Berlin,Moroccan,5
Berlin,Native American,1
Berlin,Nepali,5
Berlin,Nepali,1
Berlin,New Zealand,1
Berlin,Norwegian,1
Berlin,Pakistani,7
Berlin,Pakistani,3
Berlin,Persian,10
Berlin,Persian,5
