City,Cuisine Style,count
Budapest,Gluten Free Options,1
Budapest,Greek,1
Budapest,Greek,5
Budapest,Grill,5
Budapest,Grill,4
Budapest,Healthy,11
Budapest,Healthy,8
Budapest,Hungarian,31
Budapest,Hungarian,3
Budapest,Indian,25
Budapest,Indian,3
Budapest,International,93
Budapest,International,12
Budapest,Irish,2
Budapest,Israeli,1
Budapest,Italian,194
Budapest,Italian,32
Budapest,Japanese,33
Budapest,Japanese,2
Budapest,Latin,1
Budapest,Lebanese,4
Budapest,Mediterranean,18
Budapest,Mediterranean,4
Budapest,Mexican,26
Budapest,Mexican,5
Budapest,Middle Eastern,9
Budapest,Moroccan,2
Budapest,Nepali,4
Budapest,Pakistani,1
Budapest,Peruvian,1
Budapest,Peruvian,1
Budapest,Pizza,25
Budapest,Pizza,10
Budapest,Pub,5
Budapest,Pub,18
Budapest,Russian,4
