City,Cuisine Style,count
Oslo,Afghani,1
Oslo,African,1
Oslo,American,11
Oslo,American,3
Oslo,Asian,88
Oslo,Asian,23
Oslo,Bar,36
Oslo,Bar,6
Oslo,Barbecue,16
Oslo,Barbecue,3
Oslo,Brew Pub,2
Oslo,British,3
Oslo,Cafe,21
Oslo,Cafe,5
Oslo,Cajun & Creole,2
Oslo,Central American,7
Oslo,Central European,1
Oslo,Chilean,1
Oslo,Chinese,4
Oslo,Chinese,2
Oslo,Contemporary,5
Oslo,Contemporary,3
Oslo,Danish,4
Oslo,Danish,1
Oslo,Delicatessen,5
Oslo,Delicatessen,2
Oslo,Diner,11
Oslo,Diner,1
Oslo,Eastern European,1
Oslo,Ethiopian,1
Oslo,European,188
Oslo,European,29
Oslo,Fast Food,29
Oslo,Fast Food,7
Oslo,French,8
