City,Cuisine Style,count
Krakow,Brew Pub,2
Krakow,Brew Pub,3
Krakow,British,2
Krakow,British,1
Krakow,Cafe,28
Krakow,Cafe,5
Krakow,Canadian,1
Krakow,Central American,3
Krakow,Central American,1
Krakow,Central European,194
Krakow,Central European,47
Krakow,Chinese,3
Krakow,Chinese,1
Krakow,Contemporary,8
Krakow,Contemporary,3
Krakow,Cuban,1
Krakow,Czech,2
Krakow,Czech,1
Krakow,Delicatessen,2
Krakow,Diner,6
Krakow,Diner,5
Krakow,Dutch,1
Krakow,Eastern European,135
Krakow,Eastern European,21
Krakow,European,347
Krakow,European,161
Krakow,Fast Food,32
Krakow,Fast Food,12
Krakow,French,6
Krakow,French,3
Krakow,Fusion,18
Krakow,Fusion,4
Krakow,Gastropub,4
Krakow,Gastropub,3
Krakow,Georgian,2
Krakow,German,1
