City,Cuisine Style,count
London,Venezuelan,6
London,Vietnamese,100
London,Vietnamese,36
London,Welsh,3
London,Wine Bar,125
London,Wine Bar,64
Luxembourg,African,1
Luxembourg,American,12
Luxembourg,American,2
Luxembourg,Argentinean,1
Luxembourg,Asian,11
Luxembourg,Asian,1
Luxembourg,Bar,28
Luxembourg,Bar,1
Luxembourg,Barbecue,1
Luxembourg,Brazilian,1
Luxembourg,Brew Pub,3
Luxembourg,Cafe,8
Luxembourg,Cafe,5
Luxembourg,Central European,1
Luxembourg,Chinese,20
Luxembourg,Chinese,11
Luxembourg,Contemporary,1
Luxembourg,European,37
Luxembourg,European,7
Luxembourg,Fast Food,6
Luxembourg,Fast Food,2
Luxembourg,French,68
Luxembourg,French,27
Luxembourg,Fusion,2
Luxembourg,Gastropub,1
Luxembourg,German,3
Luxembourg,Grill,1
Luxembourg,Healthy,1
Luxembourg,Indian,18
