City,Cuisine Style,count
Copenhagen,Italian,35
Copenhagen,Japanese,64
Copenhagen,Japanese,5
Copenhagen,Latin,5
Copenhagen,Lebanese,5
Copenhagen,Mediterranean,17
Copenhagen,Mediterranean,2
Copenhagen,Mexican,12
Copenhagen,Mexican,7
Copenhagen,Middle Eastern,2
Copenhagen,Moroccan,3
Copenhagen,New Zealand,1
Copenhagen,Peruvian,1
Copenhagen,Pizza,10
Copenhagen,Pizza,11
Copenhagen,Pub,5
Copenhagen,Pub,9
Copenhagen,Scandinavian,33
Copenhagen,Seafood,20
Copenhagen,Seafood,2
Copenhagen,Spanish,5
Copenhagen,Spanish,5
Copenhagen,Steakhouse,23
Copenhagen,Steakhouse,3
Copenhagen,Sushi,12
Copenhagen,Sushi,5
Copenhagen,Thai,2
Copenhagen,Thai,23
Copenhagen,Turkish,10
Copenhagen,Turkish,3
Copenhagen,Vegan Options,2
Copenhagen,Vegetarian Friendly,4
Copenhagen,Vegetarian Friendly,5
Copenhagen,Vietnamese,2
Copenhagen,Vietnamese,4
Copenhagen,Wine Bar,7
