City,Cuisine Style,count
Vienna,Thai,6
Vienna,Tibetan,1
Vienna,Tibetan,1
Vienna,Tunisian,1
Vienna,Turkish,23
Vienna,Turkish,5
Vienna,Ukrainian,2
Vienna,Vegan Options,133
Vienna,Vegan Options,168
Vienna,Vegetarian Friendly,392
Vienna,Vegetarian Friendly,529
Vienna,Venezuelan,1
Vienna,Vietnamese,23
Vienna,Vietnamese,9
Vienna,Wine Bar,24
Vienna,Wine Bar,73
Warsaw,African,1
Warsaw,American,45
Warsaw,American,18
Warsaw,Argentinean,1
Warsaw,Asian,44
Warsaw,Asian,12
Warsaw,Bar,56
Warsaw,Bar,2
Warsaw,Barbecue,2
Warsaw,Barbecue,1
Warsaw,Belgian,3
Warsaw,Brazilian,1
Warsaw,Brew Pub,10
Warsaw,Cafe,24
Warsaw,Cafe,24
Warsaw,Caribbean,2
Warsaw,Chinese,26
Warsaw,Chinese,10
Warsaw,Contemporary,5
