City,Cuisine Style,count
Helsinki,Soups,5
Helsinki,Spanish,1
Helsinki,Spanish,3
Helsinki,Steakhouse,8
Helsinki,Street Food,1
Helsinki,Sushi,6
Helsinki,Sushi,7
Helsinki,Swedish,1
Helsinki,Thai,1
Helsinki,Thai,8
Helsinki,Turkish,4
Helsinki,Vegetarian Friendly,5
Helsinki,Vegetarian Friendly,5
Helsinki,Vietnamese,5
Helsinki,Afghani,1
Helsinki,American,5
Helsinki,American,4
Helsinki,Arabic,1
Helsinki,Asian,63
Helsinki,Asian,26
Helsinki,Australian,1
Helsinki,Australian,3
Helsinki,Bar,23
Helsinki,Bar,1
Helsinki,Barbecue,8
Helsinki,Barbecue,5
Helsinki,Belgian,1
Helsinki,Brazilian,1
Helsinki,Brew Pub,2
Helsinki,British,1
Helsinki,Cafe,15
Helsinki,Cafe,5
Helsinki,Cajun & Creole,1
Helsinki,Caucasian,2
Helsinki,Central American,2
