City,Cuisine Style,count
Helsinki,Healthy,3
Helsinki,Indian,3
Helsinki,Indian,1
Helsinki,International,24
Helsinki,International,5
Helsinki,Irish,1
Helsinki,Israeli,2
Helsinki,Italian,7
Helsinki,Italian,4
Helsinki,Japanese,5
Helsinki,Japanese,6
Helsinki,Korean,3
Helsinki,Korean,5
Helsinki,Kosher,1
Helsinki,Latin,9
Helsinki,Lebanese,1
Helsinki,Malaysian,2
Helsinki,Mediterranean,37
Helsinki,Mediterranean,6
Helsinki,Mexican,4
Helsinki,Middle Eastern,20
Helsinki,Middle Eastern,4
Helsinki,Moroccan,1
Helsinki,Nepali,10
Helsinki,Nepali,8
Helsinki,Persian,1
Helsinki,Pizza,41
Helsinki,Pizza,10
Helsinki,Portuguese,1
Helsinki,Pub,32
Helsinki,Pub,32
Helsinki,Russian,1
Helsinki,Scandinavian,113
Helsinki,Scandinavian,63
Helsinki,Seafood,3
