City,Cuisine Style,count
Edinburgh,Barbecue,3
Edinburgh,Belgian,1
Edinburgh,Brazilian,1
Edinburgh,British,86
Edinburgh,British,20
Edinburgh,Cafe,193
Edinburgh,Cafe,36
Edinburgh,Caribbean,3
Edinburgh,Central American,1
Edinburgh,Chinese,59
Edinburgh,Chinese,20
Edinburgh,Contemporary,2
Edinburgh,Delicatessen,1
Edinburgh,Delicatessen,1
Edinburgh,Diner,1
Edinburgh,Diner,1
Edinburgh,European,84
Edinburgh,European,6
Edinburgh,Fast Food,55
Edinburgh,Fast Food,25
Edinburgh,French,35
Edinburgh,French,1
Edinburgh,Gastropub,2
Edinburgh,German,1
Edinburgh,Grill,6
Edinburgh,Grill,1
Edinburgh,Healthy,3
Edinburgh,Indian,101
Edinburgh,Indian,9
Edinburgh,International,8
Edinburgh,International,1
Edinburgh,Irish,1
Edinburgh,Italian,117
Edinburgh,Italian,9
Edinburgh,Japanese,30
