City,Cuisine Style,count
Copenhagen,Danish,201
Copenhagen,Delicatessen,6
Copenhagen,Delicatessen,4
Copenhagen,Diner,14
Copenhagen,Diner,9
Copenhagen,Dutch,1
Copenhagen,Eastern European,3
Copenhagen,Ethiopian,1
Copenhagen,Ethiopian,1
Copenhagen,European,304
Copenhagen,European,113
Copenhagen,Fast Food,42
Copenhagen,Fast Food,26
Copenhagen,Filipino,1
Copenhagen,French,15
Copenhagen,French,6
Copenhagen,Fusion,10
Copenhagen,Fusion,6
Copenhagen,Gastropub,6
Copenhagen,Gastropub,2
Copenhagen,German,1
Copenhagen,Gluten Free Options,14
Copenhagen,Gluten Free Options,171
Copenhagen,Greek,6
Copenhagen,Greek,1
Copenhagen,Grill,13
Copenhagen,Grill,9
Copenhagen,Halal,8
Copenhagen,Halal,8
Copenhagen,Hawaiian,2
Copenhagen,Healthy,20
Copenhagen,Healthy,3
Copenhagen,Hungarian,1
Copenhagen,Indian,6
Copenhagen,Indian,1
