City,Cuisine Style,count
Amsterdam,African,5
Amsterdam,American,24
Amsterdam,American,4
Amsterdam,Arabic,5
Amsterdam,Arabic,4
Amsterdam,Argentinean,36
Amsterdam,Argentinean,24
Amsterdam,Asian,182
Amsterdam,Asian,39
Amsterdam,Australian,4
Amsterdam,Austrian,1
Amsterdam,Balti,5
Amsterdam,Bar,312
Amsterdam,Bar,8
Amsterdam,Barbecue,64
Amsterdam,Barbecue,9
Amsterdam,Belgian,3
Amsterdam,Brazilian,1
Amsterdam,Brazilian,2
Amsterdam,Brew Pub,2
Amsterdam,British,14
Amsterdam,British,4
Amsterdam,Cafe,208
Amsterdam,Cafe,7
Amsterdam,Cajun & Creole,1
Amsterdam,Caribbean,4
Amsterdam,Central American,8
Amsterdam,Central American,1
Amsterdam,Central Asian,1
Amsterdam,Central European,38
Amsterdam,Central European,12
Amsterdam,Chinese,5
Amsterdam,Colombian,2
Amsterdam,Contemporary,34
Amsterdam,Contemporary,8
