City,Cuisine Style,count
Madrid,Italian,287
Madrid,Italian,96
Madrid,Japanese,157
Madrid,Japanese,47
Madrid,Korean,1
Madrid,Latin,20
Madrid,Lebanese,13
Madrid,Lebanese,1
Madrid,Mediterranean,1041
Madrid,Mediterranean,177
Madrid,Mexican,88
Madrid,Mexican,57
Madrid,Middle Eastern,6
Madrid,Middle Eastern,5
Madrid,Moroccan,10
Madrid,Peruvian,62
Madrid,Peruvian,1
Madrid,Pizza,41
Madrid,Pizza,60
Madrid,Polish,2
Madrid,Pub,16
Madrid,Pub,18
Madrid,Russian,3
Madrid,Russian,1
Madrid,Salvadoran,1
Madrid,Seafood,102
Madrid,Seafood,31
Madrid,Soups,1
Madrid,Soups,1
Madrid,South American,6
Madrid,South American,1
Madrid,Spanish,294
Madrid,Spanish,1127
Madrid,Steakhouse,85
Madrid,Steakhouse,14
Madrid,Street Food,3
