City,Cuisine Style,count
Prague,Israeli,1
Prague,Italian,285
Prague,Italian,49
Prague,Japanese,54
Prague,Japanese,6
Prague,Korean,1
Prague,Latin,3
Prague,Lebanese,8
Prague,Mediterranean,37
Prague,Mediterranean,8
Prague,Mexican,42
Prague,Mexican,6
Prague,Middle Eastern,2
Prague,Middle Eastern,2
Prague,Moroccan,1
Prague,Pizza,45
Prague,Pizza,13
Prague,Pub,14
Prague,Pub,12
Prague,Russian,2
Prague,Russian,3
Prague,Scandinavian,1
Prague,Seafood,13
Prague,Seafood,2
Prague,Soups,2
Prague,South American,1
Prague,Spanish,1
Prague,Spanish,5
Prague,Steakhouse,31
Prague,Steakhouse,4
Prague,Street Food,1
Prague,Sushi,17
Prague,Sushi,2
Prague,Swiss,2
Prague,Thai,3
