City,Cuisine Style,count
Oporto,Chinese,4
Oporto,Contemporary,2
Oporto,Contemporary,5
Oporto,Diner,1
Oporto,European,348
Oporto,European,8
Oporto,Fast Food,10
Oporto,Fast Food,3
Oporto,French,12
Oporto,French,1
Oporto,Fusion,1
Oporto,Gluten Free Options,1
Oporto,Grill,1
Oporto,Healthy,1
Oporto,Healthy,3
Oporto,Indian,4
Oporto,Indian,1
Oporto,International,17
Oporto,International,2
Oporto,Israeli,1
Oporto,Israeli,1
Oporto,Italian,50
Oporto,Italian,6
Oporto,Japanese,40
Oporto,Japanese,5
Oporto,Latin,3
Oporto,Mediterranean,199
Oporto,Mediterranean,4
Oporto,Mexican,1
Oporto,Peruvian,1
Oporto,Pizza,6
Oporto,Pizza,1
Oporto,Portuguese,70
Oporto,Portuguese,17
Oporto,Pub,3
