City,Cuisine Style,count
Madrid,Wine Bar,25
Madrid,Wine Bar,29
Madrid,Yunnan,1
Milan,African,9
Milan,African,6
Milan,American,49
Milan,American,11
Milan,Arabic,2
Milan,Argentinean,2
Milan,Asian,26
Milan,Asian,13
Milan,Australian,1
Milan,Bar,92
Milan,Bar,12
Milan,Barbecue,5
Milan,Barbecue,2
Milan,Belgian,2
Milan,Brazilian,8
Milan,Brew Pub,16
Milan,Brew Pub,9
Milan,British,1
Milan,Cafe,18
Milan,Cafe,22
Milan,Caribbean,2
Milan,Chinese,195
Milan,Chinese,52
Milan,Contemporary,1
Milan,Contemporary,6
Milan,Delicatessen,10
Milan,Delicatessen,7
Milan,Diner,1
Milan,European,9
Milan,European,6
Milan,Fast Food,13
Milan,Fast Food,26
