City,Cuisine Style,count
Ljubljana,Barbecue,2
Ljubljana,Brazilian,1
Ljubljana,Brew Pub,1
Ljubljana,British,1
Ljubljana,British,1
Ljubljana,Cafe,15
Ljubljana,Cafe,3
Ljubljana,Central American,1
Ljubljana,Central American,1
Ljubljana,Central European,77
Ljubljana,Central European,37
Ljubljana,Contemporary,6
Ljubljana,Contemporary,1
Ljubljana,Croatian,1
Ljubljana,Croatian,2
Ljubljana,Delicatessen,1
Ljubljana,Diner,1
Ljubljana,Eastern European,24
Ljubljana,Eastern European,7
Ljubljana,European,114
Ljubljana,European,19
Ljubljana,Fast Food,13
Ljubljana,Fast Food,1
Ljubljana,Fusion,5
Ljubljana,Fusion,1
Ljubljana,Gastropub,2
Ljubljana,Gluten Free Options,3
Ljubljana,Gluten Free Options,58
Ljubljana,Greek,1
Ljubljana,Greek,1
Ljubljana,Grill,10
Ljubljana,Grill,3
Ljubljana,Halal,2
Ljubljana,Healthy,9
Ljubljana,International,14
