City,Cuisine Style,count
Lisbon,Belgian,2
Lisbon,Brazilian,22
Lisbon,Brew Pub,4
Lisbon,Brew Pub,1
Lisbon,British,3
Lisbon,Cafe,36
Lisbon,Cafe,4
Lisbon,Caribbean,2
Lisbon,Central American,4
Lisbon,Central American,1
Lisbon,Central Asian,1
Lisbon,Central Asian,1
Lisbon,Central European,2
Lisbon,Central European,6
Lisbon,Chilean,1
Lisbon,Chinese,2
Lisbon,Chinese,2
Lisbon,Contemporary,68
Lisbon,Contemporary,11
Lisbon,Cuban,2
Lisbon,Cuban,1
Lisbon,Delicatessen,12
Lisbon,Delicatessen,2
Lisbon,Diner,5
Lisbon,Diner,3
Lisbon,Eastern European,1
Lisbon,Eastern European,1
Lisbon,European,896
Lisbon,European,160
Lisbon,Fast Food,30
Lisbon,Fast Food,4
Lisbon,Filipino,1
Lisbon,French,3
Lisbon,French,1
Lisbon,Fusion,32
