City,Cuisine Style,count
Edinburgh,Latin,1
Edinburgh,Lebanese,6
Edinburgh,Malaysian,1
Edinburgh,Mediterranean,25
Edinburgh,Mediterranean,1
Edinburgh,Mexican,21
Edinburgh,Mexican,2
Edinburgh,Moroccan,1
Edinburgh,Nepali,1
Edinburgh,Pizza,23
Edinburgh,Pizza,10
Edinburgh,Polish,2
Edinburgh,Portuguese,3
Edinburgh,Portuguese,2
Edinburgh,Pub,2
Edinburgh,Pub,8
Edinburgh,Scottish,9
Edinburgh,Scottish,2
Edinburgh,Seafood,21
Edinburgh,Seafood,2
Edinburgh,Soups,1
Edinburgh,Soups,1
Edinburgh,Spanish,3
Edinburgh,Spanish,1
Edinburgh,Steakhouse,22
Edinburgh,Street Food,1
Edinburgh,Thai,2
Edinburgh,Turkish,1
Edinburgh,Turkish,2
Edinburgh,Ukrainian,1
Edinburgh,Vegetarian Friendly,3
Edinburgh,Vegetarian Friendly,4
Edinburgh,Wine Bar,5
Edinburgh,Wine Bar,1
Edinburgh,African,3
