City,Cuisine Style,count
Barcelona,Soups,4
Barcelona,South American,54
Barcelona,South American,111
Barcelona,Southwestern,1
Barcelona,Spanish,1418
Barcelona,Spanish,789
Barcelona,Steakhouse,19
Barcelona,Steakhouse,7
Barcelona,Street Food,36
Barcelona,Street Food,14
Barcelona,Sushi,142
Barcelona,Sushi,55
Barcelona,Swedish,1
Barcelona,Swiss,1
Barcelona,Taiwanese,2
Barcelona,Taiwanese,2
Barcelona,Thai,30
Barcelona,Thai,5
Barcelona,Tibetan,2
Barcelona,Turkish,13
Barcelona,Turkish,5
Barcelona,Uzbek,1
Barcelona,Vegan Options,584
Barcelona,Vegan Options,421
Barcelona,Vegetarian Friendly,1160
Barcelona,Vegetarian Friendly,771
Barcelona,Venezuelan,23
Barcelona,Venezuelan,2
Barcelona,Vietnamese,16
Barcelona,Vietnamese,2
Barcelona,Wine Bar,49
Barcelona,Wine Bar,41
Barcelona,Xinjiang,1
Barcelona,Yunnan,2
Berlin,African,13
