City,Cuisine Style,count
Stockholm,Mexican,2
Stockholm,Middle Eastern,12
Stockholm,Middle Eastern,5
Stockholm,Pakistani,1
Stockholm,Peruvian,5
Stockholm,Pizza,15
Stockholm,Pizza,39
Stockholm,Polish,3
Stockholm,Pub,3
Stockholm,Pub,13
Stockholm,Russian,1
Stockholm,Scandinavian,4
Stockholm,Seafood,20
Stockholm,Seafood,4
Stockholm,South American,2
Stockholm,Spanish,6
Stockholm,Spanish,9
Stockholm,Steakhouse,16
Stockholm,Steakhouse,3
Stockholm,Street Food,1
Stockholm,Sushi,10
Stockholm,Sushi,26
Stockholm,Swedish,35
Stockholm,Swedish,1
Stockholm,Swiss,1
Stockholm,Thai,1
Stockholm,Thai,27
Stockholm,Turkish,2
Stockholm,Turkish,3
Stockholm,Vegetarian Friendly,5
Stockholm,Vegetarian Friendly,15
Stockholm,Venezuelan,1
Stockholm,Vietnamese,2
Stockholm,Vietnamese,3
Stockholm,Afghani,2
