City,Cuisine Style,count
Brussels,Cuban,1
Brussels,Cuban,1
Brussels,Delicatessen,14
Brussels,Delicatessen,3
Brussels,Diner,9
Brussels,Diner,1
Brussels,Dutch,1
Brussels,Eastern European,3
Brussels,Egyptian,1
Brussels,Ethiopian,2
Brussels,Ethiopian,1
Brussels,European,540
Brussels,European,405
Brussels,Fast Food,42
Brussels,Fast Food,12
Brussels,French,79
Brussels,French,36
Brussels,Fusion,27
Brussels,Fusion,14
Brussels,Gastropub,25
Brussels,Gastropub,21
Brussels,Gluten Free Options,4
Brussels,Gluten Free Options,119
Brussels,Greek,32
Brussels,Greek,11
Brussels,Grill,22
Brussels,Grill,26
Brussels,Halal,12
Brussels,Halal,31
Brussels,Healthy,27
Brussels,Healthy,19
Brussels,Hungarian,1
Brussels,Indian,4
Brussels,Indonesian,1
Brussels,Indonesian,1
