City,Cuisine Style,count
Prague,Thai,4
Prague,Turkish,3
Prague,Turkish,3
Prague,Uzbek,1
Prague,Vegan Options,1
Prague,Vegetarian Friendly,5
Prague,Vegetarian Friendly,10
Prague,Vietnamese,3
Prague,Vietnamese,18
Prague,Wine Bar,11
Prague,Wine Bar,11
Prague,African,1
Prague,African,1
Prague,American,32
Prague,American,16
Prague,Arabic,2
Prague,Arabic,2
Prague,Argentinean,6
Prague,Argentinean,1
Prague,Armenian,2
Prague,Asian,104
Prague,Asian,33
Prague,Austrian,4
Prague,Bangladeshi,4
Prague,Bangladeshi,1
Prague,Bar,132
Prague,Bar,9
Prague,Barbecue,37
Prague,Barbecue,5
Prague,Belgian,2
Prague,Belgian,1
Prague,Brazilian,2
Prague,Brew Pub,6
Prague,Brew Pub,2
Prague,British,10
