City,Cuisine Style,count
Rome,Nepali,1
Rome,Norwegian,1
Rome,Norwegian,1
Rome,Pakistani,2
Rome,Persian,4
Rome,Persian,1
Rome,Peruvian,3
Rome,Pizza,945
Rome,Pizza,209
Rome,Portuguese,1
Rome,Pub,170
Rome,Pub,103
Rome,Romanian,1
Rome,Scandinavian,2
Rome,Scandinavian,1
Rome,Scottish,1
Rome,Seafood,641
Rome,Seafood,78
Rome,Soups,146
Rome,Soups,21
Rome,South American,16
Rome,South American,17
Rome,Spanish,11
Rome,Spanish,5
Rome,Steakhouse,47
Rome,Steakhouse,5
Rome,Street Food,50
Rome,Street Food,29
Rome,Sushi,92
Rome,Sushi,22
Rome,Swedish,2
Rome,Swiss,1
Rome,Taiwanese,2
Rome,Thai,16
Rome,Thai,10
