City,Cuisine Style,count
Oporto,Delicatessen,8
Oporto,Delicatessen,3
Oporto,Diner,1
Oporto,Diner,1
Oporto,European,425
Oporto,European,53
Oporto,Fast Food,15
Oporto,Fast Food,2
Oporto,French,1
Oporto,Fusion,23
Oporto,Fusion,6
Oporto,Gastropub,4
Oporto,Gastropub,3
Oporto,German,1
Oporto,Gluten Free Options,4
Oporto,Gluten Free Options,99
Oporto,Greek,1
Oporto,Grill,12
Oporto,Grill,12
Oporto,Healthy,12
Oporto,Healthy,2
Oporto,Indian,1
Oporto,International,27
Oporto,International,7
Oporto,Italian,3
Oporto,Italian,1
Oporto,Japanese,2
Oporto,Japanese,4
Oporto,Kosher,1
Oporto,Latin,3
Oporto,Latin,1
Oporto,Lebanese,1
Oporto,Mediterranean,133
Oporto,Mediterranean,32
Oporto,Mexican,1
