City,Cuisine Style,count
Budapest,Bangladeshi,1
Budapest,Bar,90
Budapest,Bar,4
Budapest,Barbecue,18
Budapest,Barbecue,1
Budapest,Brazilian,1
Budapest,Brew Pub,3
Budapest,British,7
Budapest,British,1
Budapest,Cafe,47
Budapest,Cafe,9
Budapest,Cajun & Creole,1
Budapest,Caribbean,2
Budapest,Central American,7
Budapest,Central American,2
Budapest,Central Asian,1
Budapest,Central European,474
Budapest,Central European,53
Budapest,Chinese,5
Budapest,Chinese,1
Budapest,Colombian,1
Budapest,Contemporary,21
Budapest,Croatian,1
Budapest,Cuban,2
Budapest,Cuban,1
Budapest,Czech,3
Budapest,Czech,1
Budapest,Danish,1
Budapest,Delicatessen,12
Budapest,Delicatessen,2
Budapest,Diner,7
Budapest,Diner,4
Budapest,Eastern European,267
Budapest,Eastern European,32
Budapest,Egyptian,1
