City,Cuisine Style,count
Berlin,Sushi,22
Berlin,Swiss,6
Berlin,Taiwanese,1
Berlin,Thai,10
Berlin,Thai,33
Berlin,Turkish,26
Berlin,Turkish,45
Berlin,Ukrainian,1
Berlin,Vegan Options,5
Berlin,Vegetarian Friendly,13
Berlin,Vegetarian Friendly,53
Berlin,Vietnamese,12
Berlin,Vietnamese,61
Berlin,Wine Bar,4
Berlin,Wine Bar,4
Berlin,Afghani,1
Berlin,African,3
Berlin,African,1
Berlin,American,27
Berlin,American,5
Berlin,Arabic,9
Berlin,Arabic,7
Berlin,Argentinean,19
Berlin,Argentinean,5
Berlin,Armenian,1
Berlin,Armenian,3
Berlin,Asian,222
Berlin,Asian,40
Berlin,Australian,4
Berlin,Australian,2
Berlin,Austrian,37
Berlin,Austrian,1
Berlin,Bar,149
Berlin,Bar,3
Berlin,Barbecue,58
