City,Cuisine Style,count
Athens,Pub,46
Athens,Romanian,1
Athens,Russian,1
Athens,Scottish,1
Athens,Seafood,16
Athens,Seafood,5
Athens,Soups,5
Athens,Soups,3
Athens,South American,4
Athens,Spanish,9
Athens,Spanish,1
Athens,Steakhouse,2
Athens,Steakhouse,1
Athens,Street Food,9
Athens,Street Food,11
Athens,Sushi,19
Athens,Sushi,3
Athens,Thai,5
Athens,Thai,2
Athens,Turkish,1
Athens,Turkish,2
Athens,Vegan Options,112
Athens,Vegan Options,174
Athens,Vegetarian Friendly,277
Athens,Vegetarian Friendly,151
Athens,Venezuelan,1
Athens,Vietnamese,1
Athens,Vietnamese,1
Athens,Wine Bar,32
Athens,Wine Bar,21
Barcelona,African,6
Barcelona,African,2
Barcelona,American,112
Barcelona,American,15
Barcelona,Argentinean,18
