City,Cuisine Style,count
Munich,Street Food,7
Munich,Street Food,4
Munich,Sushi,47
Munich,Sushi,13
Munich,Swiss,1
Munich,Thai,34
Munich,Thai,12
Munich,Tibetan,1
Munich,Tunisian,1
Munich,Turkish,15
Munich,Turkish,3
Munich,Ukrainian,1
Munich,Vegan Options,78
Munich,Vegan Options,166
Munich,Vegetarian Friendly,277
Munich,Vegetarian Friendly,562
Munich,Venezuelan,1
Munich,Vietnamese,45
Munich,Vietnamese,21
Munich,Wine Bar,14
Munich,Wine Bar,10
Oporto,African,3
Oporto,African,2
Oporto,American,15
Oporto,American,3
Oporto,Asian,2
Oporto,Bar,60
Oporto,Bar,1
Oporto,Barbecue,14
Oporto,Belgian,1
Oporto,Brazilian,12
Oporto,Brew Pub,2
Oporto,Cafe,49
Oporto,Cafe,11
Oporto,Chinese,5
