City,Cuisine Style,count
Hamburg,Turkish,8
Hamburg,Turkish,7
Hamburg,Vegan Options,40
Hamburg,Vegan Options,87
Hamburg,Vegetarian Friendly,154
Hamburg,Vegetarian Friendly,325
Hamburg,Venezuelan,1
Hamburg,Vietnamese,16
Hamburg,Vietnamese,11
Hamburg,Wine Bar,13
Hamburg,Wine Bar,7
Helsinki,African,3
Helsinki,American,23
Helsinki,American,15
Helsinki,Asian,50
Helsinki,Asian,4
Helsinki,Bar,57
Helsinki,Bar,2
Helsinki,Barbecue,3
Helsinki,Belgian,1
Helsinki,Brazilian,1
Helsinki,Brew Pub,3
Helsinki,British,1
Helsinki,Cafe,42
Helsinki,Cafe,14
Helsinki,Chinese,32
Helsinki,Chinese,18
Helsinki,Contemporary,2
Helsinki,Contemporary,2
Helsinki,Eastern European,1
Helsinki,European,149
Helsinki,European,23
Helsinki,Fast Food,12
Helsinki,Fast Food,5
Helsinki,French,13
