City,Cuisine Style,count
Warsaw,Soups,14
Warsaw,South American,2
Warsaw,South American,2
Warsaw,Southwestern,1
Warsaw,Spanish,12
Warsaw,Spanish,12
Warsaw,Sri Lankan,1
Warsaw,Steakhouse,12
Warsaw,Steakhouse,6
Warsaw,Street Food,2
Warsaw,Street Food,3
Warsaw,Sushi,55
Warsaw,Sushi,24
Warsaw,Taiwanese,1
Warsaw,Thai,35
Warsaw,Thai,13
Warsaw,Tibetan,1
Warsaw,Tunisian,1
Warsaw,Turkish,8
Warsaw,Turkish,3
Warsaw,Ukrainian,4
Warsaw,Ukrainian,3
Warsaw,Vegan Options,66
Warsaw,Vegan Options,97
Warsaw,Vegetarian Friendly,186
Warsaw,Vegetarian Friendly,261
Warsaw,Venezuelan,1
Warsaw,Vietnamese,13
Warsaw,Vietnamese,11
Warsaw,Wine Bar,22
Warsaw,Wine Bar,6
Zurich,African,2
Zurich,African,2
Zurich,American,37
Zurich,American,6
