City,Cuisine Style,count
Munich,Greek,10
Munich,Greek,26
Munich,Grill,2
Munich,Grill,3
Munich,Healthy,5
Munich,Healthy,7
Munich,Indian,53
Munich,Indian,10
Munich,International,24
Munich,International,29
Munich,Irish,4
Munich,Italian,291
Munich,Italian,92
Munich,Japanese,54
Munich,Japanese,5
Munich,Korean,1
Munich,Latin,1
Munich,Lebanese,10
Munich,Mediterranean,76
Munich,Mediterranean,12
Munich,Mexican,22
Munich,Mexican,6
Munich,Middle Eastern,17
Munich,Middle Eastern,1
Munich,Mongolian,2
Munich,Moroccan,2
Munich,Nepali,1
Munich,Pakistani,1
Munich,Peruvian,2
Munich,Pizza,12
Munich,Pizza,19
Munich,Pub,5
Munich,Pub,3
Munich,Russian,1
Munich,Seafood,26
Munich,Seafood,5
