City,Cuisine Style,count
Paris,Cajun & Creole,6
Paris,Cajun & Creole,4
Paris,Cambodian,10
Paris,Cambodian,19
Paris,Canadian,2
Paris,Caribbean,7
Paris,Central American,23
Paris,Central American,12
Paris,Central Asian,2
Paris,Central European,3
Paris,Central European,12
Paris,Chilean,1
Paris,Chinese,14
Paris,Chinese,14
Paris,Colombian,5
Paris,Colombian,3
Paris,Contemporary,73
Paris,Contemporary,47
Paris,Croatian,1
Paris,Cuban,2
Paris,Cuban,6
Paris,Danish,1
Paris,Danish,3
Paris,Delicatessen,66
Paris,Delicatessen,37
Paris,Diner,28
Paris,Diner,22
Paris,Dutch,1
Paris,Eastern European,11
Paris,Eastern European,6
Paris,Egyptian,1
Paris,Egyptian,2
Paris,Ethiopian,10
Paris,Ethiopian,3
Paris,European,1825
